año,cod_depto,departamento,num_hurtos,log_num_hurtos
2024,94,Guainía,0,0.0
2003,95,Guaviare,5,0.7781512503836436
2004,95,Guaviare,2,0.47712125471966244
2005,95,Guaviare,3,0.6020599913279624
2006,95,Guaviare,0,0.0
2007,95,Guaviare,1,0.3010299956639812
2008,95,Guaviare,0,0.0
2009,95,Guaviare,0,0.0
2010,95,Guaviare,0,0.0
2011,95,Guaviare,0,0.0
2012,95,Guaviare,2,0.47712125471966244
2013,95,Guaviare,1,0.3010299956639812
2014,95,Guaviare,0,0.0
2015,95,Guaviare,1,0.3010299956639812
2016,95,Guaviare,2,0.47712125471966244
2017,95,Guaviare,3,0.6020599913279624
2018,95,Guaviare,4,0.6989700043360189
2019,95,Guaviare,0,0.0
2020,95,Guaviare,0,0.0
2021,95,Guaviare,0,0.0
2022,95,Guaviare,0,0.0
2023,95,Guaviare,3,0.6020599913279624
2024,95,Guaviare,4,0.6989700043360189
2003,97,Vaupés,0,0.0
2004,97,Vaupés,0,0.0
2005,97,Vaupés,0,0.0
2006,97,Vaupés,0,0.0
2007,97,Vaupés,0,0.0
2008,97,Vaupés,0,0.0
2009,97,Vaupés,0,0.0
2010,97,Vaupés,0,0.0
2011,97,Vaupés,0,0.0
2012,97,Vaupés,0,0.0
2013,97,Vaupés,0,0.0
2014,97,Vaupés,0,0.0
2015,97,Vaupés,0,0.0
2016,97,Vaupés,0,0.0
2017,97,Vaupés,0,0.0
2018,97,Vaupés,0,0.0
2019,97,Vaupés,0,0.0
2020,97,Vaupés,0,0.0
2021,97,Vaupés,0,0.0
2022,97,Vaupés,0,0.0
2023,97,Vaupés,0,0.0
2024,97,Vaupés,0,0.0
2003,99,Vichada,0,0.0
2004,99,Vichada,0,0.0
2005,99,Vichada,1,0.3010299956639812
2006,99,Vichada,1,0.3010299956639812
2007,99,Vichada,0,0.0
2008,99,Vichada,0,0.0
2009,99,Vichada,0,0.0
2010,99,Vichada,0,0.0
2011,99,Vichada,0,0.0
2012,99,Vichada,4,0.6989700043360189
2013,99,Vichada,2,0.47712125471966244
2014,99,Vichada,0,0.0
2015,99,Vichada,0,0.0
2016,99,Vichada,1,0.3010299956639812
2017,99,Vichada,2,0.47712125471966244
2018,99,Vichada,0,0.0
2019,99,Vichada,0,0.0
2020,99,Vichada,0,0.0
2021,99,Vichada,0,0.0
2022,99,Vichada,1,0.3010299956639812
2023,99,Vichada,0,0.0
2024,99,Vichada,1,0.3010299956639812
